datum,sasong,hemma,borta,hemmamal,bortamal
1949-11-06,1949_1950,Gais,Djurgården,3,1
1949-11-06,1949_1950,Elfsborg,IFK Göteborg,1,1
1949-11-06,1949_1950,Degerfors,Malmö FF,1,5
1949-11-06,1949_1950,AIK,Halmia,3,1
1950-04-10,1949_1950,Malmö FF,Halmia,3,0
1950-04-10,1949_1950,Kalmar,AIK,1,1
1950-04-10,1949_1950,Jönköpings Södra,Elfsborg,3,1
1950-04-10,1949_1950,Helsingborg,IFK Göteborg,3,1
1950-04-10,1949_1950,Gais,Degerfors,1,1
1950-04-10,1949_1950,Djurgården,IFK Norrköping,0,3
1950-04-16,1949_1950,Malmö FF,Djurgården,3,0
1950-04-16,1949_1950,Kalmar,Gais,2,2
1950-04-16,1949_1950,Helsingborg,Degerfors,2,0
1950-04-16,1949_1950,Halmia,Elfsborg,1,1
1950-04-16,1949_1950,IFK Göteborg,Jönköpings Södra,1,3
1950-04-16,1949_1950,AIK,IFK Norrköping,2,1
1950-04-23,1949_1950,IFK Norrköping,Halmia,0,2
1950-04-23,1949_1950,Jönköpings Södra,Malmö FF,1,4
1950-04-23,1949_1950,Gais,AIK,0,1
1950-04-23,1949_1950,Elfsborg,Helsingborg,2,2
1950-04-23,1949_1950,Djurgården,Kalmar,2,0
1950-04-23,1949_1950,Degerfors,IFK Göteborg,3,1
1950-04-30,1949_1950,Kalmar,IFK Göteborg,1,0
1950-04-30,1949_1950,Jönköpings Södra,Halmia,4,3
1950-04-30,1949_1950,Gais,Malmö FF,1,4
1950-04-30,1949_1950,Elfsborg,IFK Norrköping,2,4
1950-04-30,1949_1950,Djurgården,Helsingborg,1,2
1950-04-30,1949_1950,Degerfors,AIK,0,0
1950-05-07,1949_1950,IFK Norrköping,Gais,1,1
1950-05-07,1949_1950,Malmö FF,Kalmar,5,1
1950-05-07,1949_1950,Helsingborg,Jönköpings Södra,1,2
1950-05-07,1949_1950,Halmia,Degerfors,2,0
1950-05-07,1949_1950,IFK Göteborg,Djurgården,1,2
1950-05-07,1949_1950,AIK,Elfsborg,1,4
1950-05-14,1949_1950,IFK Norrköping,Kalmar,2,1
1950-05-14,1949_1950,Halmia,IFK Göteborg,2,3
1950-05-14,1949_1950,Gais,Helsingborg,1,2
1950-05-14,1949_1950,Elfsborg,Djurgården,3,1
1950-05-14,1949_1950,Degerfors,Jönköpings Södra,1,1
1950-05-14,1949_1950,AIK,Malmö FF,3,3
1950-05-21,1949_1950,Malmö FF,IFK Norrköping,5,0
1950-05-21,1949_1950,Kalmar,Elfsborg,3,1
1950-05-21,1949_1950,Jönköpings Södra,Gais,0,3
1950-05-21,1949_1950,Helsingborg,Halmia,3,1
1950-05-21,1949_1950,IFK Göteborg,AIK,4,0
1950-05-21,1949_1950,Djurgården,Degerfors,2,1
1950-05-26,1949_1950,IFK Norrköping,Jönköpings Södra,3,1
1950-05-26,1949_1950,Helsingborg,Malmö FF,2,2
1950-05-26,1949_1950,IFK Göteborg,Gais,1,2
1950-05-26,1949_1950,AIK,Djurgården,2,1
1950-05-29,1949_1950,Halmia,Kalmar,0,0
1950-05-29,1949_1950,Elfsborg,Degerfors,0,1
1950-06-04,1949_1950,Malmö FF,IFK Göteborg,6,3
1950-06-04,1949_1950,Kalmar,Helsingborg,1,1
1950-06-04,1949_1950,Jönköpings Södra,AIK,0,2
1950-06-04,1949_1950,Gais,Elfsborg,5,1
1950-06-04,1949_1950,Djurgården,Halmia,3,0
1950-06-04,1949_1950,Degerfors,IFK Norrköping,4,0
1950-07-30,1950_1951,Örebro,Elfsborg,1,1
1950-07-30,1950_1951,Malmö FF,AIK,3,1
1950-07-30,1950_1951,Kalmar,IFK Norrköping,0,4
1950-07-30,1950_1951,Jönköpings Södra,Gais,4,3
1950-07-30,1950_1951,Helsingborg,Degerfors,0,1
1950-07-30,1950_1951,Djurgården,Råå,0,2
1950-08-06,1950_1951,Råå,Jönköpings Södra,4,0
1950-08-06,1950_1951,IFK Norrköping,Örebro,2,1
1950-08-06,1950_1951,Gais,Helsingborg,0,1
1950-08-06,1950_1951,Elfsborg,Djurgården,4,2
1950-08-06,1950_1951,Degerfors,Malmö FF,1,1
1950-08-06,1950_1951,AIK,Kalmar,1,0
1950-08-11,1950_1951,Helsingborg,Malmö FF,1,3
1950-08-13,1950_1951,Örebro,AIK,1,1
1950-08-13,1950_1951,Kalmar,Degerfors,0,1
1950-08-13,1950_1951,Jönköpings Södra,Elfsborg,1,0
1950-08-13,1950_1951,Gais,Råå,0,2
1950-08-13,1950_1951,Djurgården,IFK Norrköping,2,1
1950-08-18,1950_1951,Råå,Helsingborg,1,3
1950-08-18,1950_1951,AIK,Djurgården,1,1
1950-08-20,1950_1951,IFK Norrköping,Jönköpings Södra,3,1
1950-08-20,1950_1951,Malmö FF,Kalmar,2,1
1950-08-20,1950_1951,Elfsborg,Gais,2,0
1950-08-20,1950_1951,Degerfors,Örebro,3,2
1950-08-27,1950_1951,Örebro,Malmö FF,1,6
1950-08-27,1950_1951,Råå,Elfsborg,2,3
1950-08-27,1950_1951,Kalmar,Helsingborg,2,6
1950-08-27,1950_1951,Jönköpings Södra,AIK,4,1
1950-08-27,1950_1951,Gais,IFK Norrköping,2,1
1950-08-27,1950_1951,Djurgården,Degerfors,2,2
1950-09-10,1950_1951,IFK Norrköping,Elfsborg,0,3
1950-09-10,1950_1951,Malmö FF,Jönköpings Södra,7,3
1950-09-10,1950_1951,Kalmar,Djurgården,0,1
1950-09-10,1950_1951,Helsingborg,Örebro,4,0
1950-09-10,1950_1951,Degerfors,Gais,5,1
1950-09-10,1950_1951,AIK,Råå,1,2
1950-09-17,1950_1951,Örebro,Kalmar,0,1
1950-09-17,1950_1951,Råå,IFK Norrköping,2,0
1950-09-17,1950_1951,Jönköpings Södra,Degerfors,5,2
1950-09-17,1950_1951,Gais,AIK,1,0
1950-09-17,1950_1951,Elfsborg,Helsingborg,1,1
1950-09-17,1950_1951,Djurgården,Malmö FF,2,3
1950-10-01,1950_1951,Örebro,Gais,3,1
1950-10-01,1950_1951,Malmö FF,Elfsborg,2,1
1950-10-01,1950_1951,Kalmar,Råå,2,6
1950-10-01,1950_1951,Helsingborg,AIK,3,1
1950-10-01,1950_1951,Djurgården,Jönköpings Södra,2,1
1950-10-01,1950_1951,Degerfors,IFK Norrköping,0,0
1950-10-08,1950_1951,Råå,Örebro,1,0
1950-10-08,1950_1951,IFK Norrköping,Malmö FF,0,2
1950-10-08,1950_1951,Jönköpings Södra,Helsingborg,1,2
1950-10-08,1950_1951,Gais,Djurgården,2,1
1950-10-08,1950_1951,Elfsborg,Kalmar,5,1
1950-10-08,1950_1951,AIK,Degerfors,1,1
1950-10-22,1950_1951,Örebro,Djurgården,3,7
1950-10-22,1950_1951,Malmö FF,Gais,1,0
1950-10-22,1950_1951,Kalmar,Jönköpings Södra,1,1
1950-10-22,1950_1951,Helsingborg,IFK Norrköping,1,2
1950-10-22,1950_1951,Degerfors,Råå,1,3
1950-10-22,1950_1951,AIK,Elfsborg,4,0
1950-10-29,1950_1951,Råå,Malmö FF,0,0
1950-10-29,1950_1951,IFK Norrköping,AIK,2,1
1950-10-29,1950_1951,Jönköpings Södra,Örebro,2,1
1950-10-29,1950_1951,Gais,Kalmar,4,1
1950-10-29,1950_1951,Elfsborg,Degerfors,0,4
1950-10-29,1950_1951,Djurgården,Helsingborg,3,0
1950-11-05,1950_1951,IFK Norrköping,Gais,1,0
1950-11-05,1950_1951,Malmö FF,Örebro,2,1
1950-11-05,1950_1951,Helsingborg,Kalmar,2,1
1950-11-05,1950_1951,Elfsborg,Råå,2,2
1950-11-05,1950_1951,Degerfors,Djurgården,2,0
1950-11-05,1950_1951,AIK,Jönköpings Södra,3,1
1951-04-15,1950_1951,Gais,Örebro,1,1
1951-04-15,1950_1951,Elfsborg,Malmö FF,1,2
1951-04-22,1950_1951,Örebro,Råå,3,1
1951-04-22,1950_1951,Malmö FF,IFK Norrköping,3,0
1951-04-22,1950_1951,Kalmar,Elfsborg,1,2
1951-04-22,1950_1951,Helsingborg,Jönköpings Södra,5,0
1951-04-22,1950_1951,Djurgården,Gais,5,1
1951-04-22,1950_1951,Degerfors,AIK,0,1
1951-04-29,1950_1951,Råå,Degerfors,1,2
1951-04-29,1950_1951,IFK Norrköping,Helsingborg,1,3
1951-04-29,1950_1951,Jönköpings Södra,Kalmar,3,2
1951-04-29,1950_1951,Gais,Malmö FF,1,1
1951-04-29,1950_1951,Elfsborg,AIK,1,3
1951-04-29,1950_1951,Djurgården,Örebro,5,1
1951-05-01,1950_1951,Jönköpings Södra,Djurgården,0,1
1951-05-01,1950_1951,AIK,Helsingborg,1,1
1951-05-03,1950_1951,IFK Norrköping,Råå,3,1
1951-05-03,1950_1951,Malmö FF,Djurgården,3,1
1951-05-03,1950_1951,Kalmar,Örebro,2,2
1951-05-03,1950_1951,Helsingborg,Elfsborg,3,1
1951-05-03,1950_1951,Degerfors,Jönköpings Södra,3,0
1951-05-03,1950_1951,AIK,Gais,1,4
1951-05-06,1950_1951,Örebro,Helsingborg,2,1
1951-05-06,1950_1951,Råå,AIK,3,0
1951-05-06,1950_1951,Jönköpings Södra,Malmö FF,4,4
1951-05-06,1950_1951,Gais,Degerfors,1,1
1951-05-06,1950_1951,Elfsborg,IFK Norrköping,0,3
1951-05-06,1950_1951,Djurgården,Kalmar,2,2
1951-05-10,1950_1951,IFK Norrköping,Degerfors,1,2
1951-05-11,1950_1951,Malmö FF,Helsingborg,3,1
1951-05-11,1950_1951,AIK,Örebro,1,3
1951-05-14,1950_1951,Råå,Gais,3,0
1951-05-14,1950_1951,IFK Norrköping,Djurgården,1,1
1951-05-14,1950_1951,Elfsborg,Jönköpings Södra,0,2
1951-05-14,1950_1951,Degerfors,Kalmar,1,1
1951-05-18,1950_1951,Örebro,Degerfors,1,0
1951-05-18,1950_1951,Helsingborg,Råå,1,1
1951-05-18,1950_1951,Gais,Elfsborg,2,1
1951-05-20,1950_1951,Kalmar,Malmö FF,0,0
1951-05-20,1950_1951,Jönköpings Södra,IFK Norrköping,1,1
1951-05-20,1950_1951,Degerfors,Elfsborg,1,1
1951-05-22,1950_1951,Djurgården,AIK,2,1
1951-05-23,1950_1951,Råå,Kalmar,2,1
1951-05-27,1950_1951,Örebro,IFK Norrköping,1,2
1951-05-27,1950_1951,Malmö FF,Degerfors,1,0
1951-05-27,1950_1951,Kalmar,AIK,1,1
1951-05-27,1950_1951,Jönköpings Södra,Råå,2,2
1951-05-27,1950_1951,Helsingborg,Gais,1,3
1951-05-27,1950_1951,Djurgården,Elfsborg,2,2
1951-06-01,1950_1951,Örebro,Jönköpings Södra,2,1
1951-06-01,1950_1951,Malmö FF,Råå,3,1
1951-06-01,1950_1951,Kalmar,Gais,4,1
1951-06-01,1950_1951,Helsingborg,Djurgården,3,0
1951-06-01,1950_1951,AIK,IFK Norrköping,1,3
1951-06-03,1950_1951,Råå,Djurgården,2,0
1951-06-03,1950_1951,IFK Norrköping,Kalmar,7,1
1951-06-03,1950_1951,Gais,Jönköpings Södra,5,0
1951-06-03,1950_1951,Elfsborg,Örebro,0,2
1951-06-03,1950_1951,Degerfors,Helsingborg,1,0
1951-06-03,1950_1951,AIK,Malmö FF,1,0
1951-07-29,1951_1952,Åtvidaberg,Örebro,2,3
1951-07-29,1951_1952,Råå,IFK Göteborg,2,4
1951-07-29,1951_1952,Jönköpings Södra,Helsingborg,2,1
1951-07-29,1951_1952,Gais,Djurgården,1,3
1951-07-29,1951_1952,Elfsborg,IFK Norrköping,1,3
1951-07-29,1951_1952,Degerfors,Malmö FF,0,2
1951-08-03,1951_1952,Malmö FF,Råå,5,0
1951-08-05,1951_1952,Örebro,Gais,0,3
1951-08-05,1951_1952,IFK Norrköping,Degerfors,3,1
1951-08-05,1951_1952,Helsingborg,Åtvidaberg,5,0
1951-08-05,1951_1952,IFK Göteborg,Jönköpings Södra,2,1
1951-08-05,1951_1952,Djurgården,Elfsborg,2,0
1951-08-10,1951_1952,Helsingborg,Råå,4,1
1951-08-10,1951_1952,Gais,IFK Göteborg,2,2
1951-08-12,1951_1952,Örebro,Malmö FF,1,6
1951-08-12,1951_1952,Åtvidaberg,Elfsborg,2,2
1951-08-12,1951_1952,Jönköpings Södra,Degerfors,2,2
1951-08-12,1951_1952,Djurgården,IFK Norrköping,0,3
1951-08-17,1951_1952,Malmö FF,Helsingborg,2,0
1951-08-17,1951_1952,Elfsborg,Gais,1,3
1951-08-19,1951_1952,Råå,Jönköpings Södra,1,3
1951-08-19,1951_1952,IFK Göteborg,Djurgården,3,4
1951-08-19,1951_1952,Degerfors,Åtvidaberg,5,1
1951-08-19,1951_1952,IFK Norrköping,Örebro,2,2
1951-08-26,1951_1952,Örebro,Djurgården,3,0
1951-08-26,1951_1952,Åtvidaberg,Råå,2,2
1951-08-26,1951_1952,Jönköpings Södra,Malmö FF,0,1
1951-08-26,1951_1952,Helsingborg,IFK Norrköping,0,1
1951-08-26,1951_1952,Gais,Degerfors,1,1
1951-08-26,1951_1952,Elfsborg,IFK Göteborg,2,1
1951-09-09,1951_1952,Råå,Gais,1,1
1951-09-09,1951_1952,IFK Norrköping,Jönköpings Södra,3,0
1951-09-09,1951_1952,Malmö FF,Åtvidaberg,2,0
1951-09-09,1951_1952,IFK Göteborg,Örebro,8,1
1951-09-09,1951_1952,Djurgården,Helsingborg,0,1
1951-09-09,1951_1952,Degerfors,Elfsborg,1,0
1951-09-16,1951_1952,Åtvidaberg,IFK Norrköping,1,3
1951-09-16,1951_1952,Jönköpings Södra,Djurgården,0,1
1951-09-16,1951_1952,Helsingborg,Örebro,1,2
1951-09-16,1951_1952,Gais,Malmö FF,1,0
1951-09-16,1951_1952,Elfsborg,Råå,2,0
1951-09-16,1951_1952,Degerfors,IFK Göteborg,0,2
1951-09-23,1951_1952,Örebro,Jönköpings Södra,2,4
1951-09-23,1951_1952,Råå,Degerfors,2,0
1951-09-23,1951_1952,IFK Norrköping,Gais,2,0
1951-09-23,1951_1952,Malmö FF,Elfsborg,4,0
1951-09-23,1951_1952,IFK Göteborg,Helsingborg,1,1
1951-09-23,1951_1952,Djurgården,Åtvidaberg,2,2
1951-10-07,1951_1952,Åtvidaberg,IFK Göteborg,1,3
1951-10-07,1951_1952,Råå,Djurgården,0,2
1951-10-07,1951_1952,Malmö FF,IFK Norrköping,1,1
1951-10-07,1951_1952,Gais,Jönköpings Södra,4,1
1951-10-07,1951_1952,Elfsborg,Helsingborg,3,3
1951-10-07,1951_1952,Degerfors,Örebro,3,0
1951-10-14,1951_1952,Örebro,Elfsborg,2,1
1951-10-14,1951_1952,IFK Norrköping,Råå,4,0
1951-10-14,1951_1952,Jönköpings Södra,Åtvidaberg,4,0
1951-10-14,1951_1952,Helsingborg,Gais,2,1
1951-10-14,1951_1952,IFK Göteborg,Malmö FF,2,1
1951-10-14,1951_1952,Djurgården,Degerfors,2,1
1951-10-28,1951_1952,Råå,Örebro,3,6
1951-10-28,1951_1952,IFK Norrköping,IFK Göteborg,2,2
1951-10-28,1951_1952,Gais,Åtvidaberg,1,1
1951-10-28,1951_1952,Elfsborg,Jönköpings Södra,2,4
1951-10-28,1951_1952,Djurgården,Malmö FF,6,2
1951-10-28,1951_1952,Degerfors,Helsingborg,0,0
1951-11-04,1951_1952,Örebro,Råå,0,2
1951-11-04,1951_1952,Åtvidaberg,Gais,2,3
1951-11-04,1951_1952,Malmö FF,Djurgården,6,1
1951-11-04,1951_1952,Jönköpings Södra,Elfsborg,3,0
1951-11-04,1951_1952,Helsingborg,Degerfors,1,0
1951-11-04,1951_1952,IFK Göteborg,IFK Norrköping,0,1
1952-04-14,1951_1952,Jönköpings Södra,IFK Norrköping,1,2
1952-04-14,1951_1952,Helsingborg,Djurgården,1,2
1952-04-14,1951_1952,Gais,Råå,5,1
1952-04-14,1951_1952,Elfsborg,Degerfors,1,1
1952-04-20,1951_1952,Råå,Åtvidaberg,1,0
1952-04-20,1951_1952,IFK Norrköping,Helsingborg,2,2
1952-04-20,1951_1952,Malmö FF,Jönköpings Södra,4,0
1952-04-20,1951_1952,IFK Göteborg,Elfsborg,2,2
1952-04-20,1951_1952,Djurgården,Örebro,1,2
1952-04-20,1951_1952,Degerfors,Gais,0,1
1952-04-27,1951_1952,Örebro,Degerfors,1,2
1952-04-27,1951_1952,IFK Norrköping,Malmö FF,2,1
1952-04-27,1951_1952,Jönköpings Södra,Gais,1,3
1952-04-27,1951_1952,Helsingborg,Elfsborg,1,3
1952-04-27,1951_1952,IFK Göteborg,Åtvidaberg,4,1
1952-04-27,1951_1952,Djurgården,Råå,1,1
1952-05-01,1951_1952,Örebro,IFK Göteborg,4,0
1952-05-01,1951_1952,Åtvidaberg,Malmö FF,1,1
1952-05-04,1951_1952,Åtvidaberg,Jönköpings Södra,2,1
1952-05-04,1951_1952,Råå,IFK Norrköping,3,2
1952-05-04,1951_1952,Malmö FF,IFK Göteborg,2,1
1952-05-04,1951_1952,Gais,Helsingborg,1,2
1952-05-04,1951_1952,Elfsborg,Örebro,2,5
1952-05-04,1951_1952,Degerfors,Djurgården,4,2
1952-05-09,1951_1952,Örebro,IFK Norrköping,1,1
1952-05-09,1951_1952,Helsingborg,Malmö FF,1,0
1952-05-09,1951_1952,Gais,Elfsborg,4,1
1952-05-11,1951_1952,Åtvidaberg,Degerfors,1,1
1952-05-11,1951_1952,Jönköpings Södra,Råå,2,0
1952-05-11,1951_1952,Djurgården,IFK Göteborg,0,1
1952-05-16,1951_1952,Råå,Helsingborg,0,4
1952-05-16,1951_1952,IFK Göteborg,Gais,0,0
1952-05-18,1951_1952,IFK Norrköping,Djurgården,4,2
1952-05-18,1951_1952,Malmö FF,Örebro,1,0
1952-05-18,1951_1952,Elfsborg,Åtvidaberg,0,0
1952-05-18,1951_1952,Degerfors,Jönköpings Södra,3,2
1952-05-22,1951_1952,Åtvidaberg,Djurgården,1,2
1952-05-22,1951_1952,Jönköpings Södra,Örebro,1,1
1952-05-22,1951_1952,Helsingborg,IFK Göteborg,5,0
1952-05-22,1951_1952,Gais,IFK Norrköping,1,4
1952-05-22,1951_1952,Elfsborg,Malmö FF,0,2
1952-05-22,1951_1952,Degerfors,Råå,6,1
1952-05-25,1951_1952,Örebro,Helsingborg,2,0
1952-05-25,1951_1952,Råå,Elfsborg,1,1
1952-05-25,1951_1952,IFK Norrköping,Åtvidaberg,3,0
1952-05-25,1951_1952,Malmö FF,Gais,3,0
1952-05-25,1951_1952,IFK Göteborg,Degerfors,2,4
1952-05-25,1951_1952,Djurgården,Jönköpings Södra,1,1
1952-06-02,1951_1952,Åtvidaberg,Helsingborg,1,4
1952-06-02,1951_1952,Råå,Malmö FF,0,2
1952-06-02,1951_1952,Jönköpings Södra,IFK Göteborg,1,4
1952-06-02,1951_1952,Gais,Örebro,2,2
1952-06-02,1951_1952,Elfsborg,Djurgården,2,1
1952-06-02,1951_1952,Degerfors,IFK Norrköping,1,0
1952-06-08,1951_1952,Örebro,Åtvidaberg,0,0
1952-06-08,1951_1952,IFK Norrköping,Elfsborg,2,1
1952-06-08,1951_1952,Malmö FF,Degerfors,2,0
1952-06-08,1951_1952,Helsingborg,Jönköpings Södra,1,0
1952-06-08,1951_1952,IFK Göteborg,Råå,2,0
1952-06-08,1951_1952,Djurgården,Gais,4,3
1952-08-08,1952_1953,Helsingborg,IFK Malmö,5,1
1952-08-08,1952_1953,AIK,Djurgården,0,0
1952-08-10,1952_1953,Malmö FF,Elfsborg,1,3
1952-08-10,1952_1953,Jönköpings Södra,IFK Norrköping,2,3
1952-08-10,1952_1953,Gais,Örebro,3,1
1952-08-10,1952_1953,Degerfors,IFK Göteborg,4,0
1952-08-15,1952_1953,Helsingborg,Malmö FF,1,1
1952-08-17,1952_1953,Örebro,Jönköpings Södra,2,4
1952-08-17,1952_1953,IFK Malmö,IFK Norrköping,0,3
1952-08-17,1952_1953,IFK Göteborg,AIK,5,3
1952-08-17,1952_1953,Elfsborg,Degerfors,1,2
1952-08-17,1952_1953,Djurgården,Gais,1,5
1952-08-22,1952_1953,Malmö FF,IFK Malmö,4,1
1952-08-22,1952_1953,Gais,IFK Göteborg,2,4
1952-08-24,1952_1953,IFK Norrköping,Örebro,3,0
1952-08-24,1952_1953,Jönköpings Södra,Djurgården,1,1
1952-08-24,1952_1953,Degerfors,Helsingborg,1,4
1952-08-24,1952_1953,AIK,Elfsborg,1,3
1952-08-31,1952_1953,Örebro,Degerfors,0,2
1952-08-31,1952_1953,IFK Norrköping,AIK,1,0
1952-08-31,1952_1953,IFK Malmö,Elfsborg,2,0
1952-08-31,1952_1953,Jönköpings Södra,Gais,4,3
1952-08-31,1952_1953,IFK Göteborg,Helsingborg,2,1
1952-08-31,1952_1953,Djurgården,Malmö FF,2,1
1952-09-07,1952_1953,Malmö FF,Örebro,2,1
1952-09-07,1952_1953,Helsingborg,Djurgården,1,1
1952-09-07,1952_1953,Gais,IFK Malmö,4,0
1952-09-07,1952_1953,Elfsborg,IFK Göteborg,6,2
1952-09-07,1952_1953,Degerfors,IFK Norrköping,1,1
1952-09-07,1952_1953,AIK,Jönköpings Södra,3,1
1952-09-14,1952_1953,Örebro,Helsingborg,1,1
1952-09-14,1952_1953,IFK Norrköping,Malmö FF,2,0
1952-09-14,1952_1953,IFK Malmö,IFK Göteborg,2,0
1952-09-14,1952_1953,Jönköpings Södra,Degerfors,2,2
1952-09-14,1952_1953,Gais,AIK,1,2
1952-09-14,1952_1953,Djurgården,Elfsborg,0,1
1952-09-28,1952_1953,Malmö FF,Jönköpings Södra,5,3
1952-09-28,1952_1953,Helsingborg,IFK Norrköping,2,1
1952-09-28,1952_1953,IFK Göteborg,Djurgården,1,4
1952-09-28,1952_1953,Elfsborg,Örebro,2,1
1952-09-28,1952_1953,Degerfors,Gais,5,0
1952-09-28,1952_1953,AIK,IFK Malmö,3,1
1952-10-12,1952_1953,Örebro,IFK Göteborg,2,1
1952-10-12,1952_1953,IFK Norrköping,Elfsborg,1,3
1952-10-12,1952_1953,IFK Malmö,Djurgården,1,2
1952-10-12,1952_1953,Jönköpings Södra,Helsingborg,0,0
1952-10-12,1952_1953,Gais,Malmö FF,2,1
1952-10-12,1952_1953,AIK,Degerfors,3,0
1952-10-19,1952_1953,Malmö FF,AIK,6,1
1952-10-19,1952_1953,Helsingborg,Gais,2,0
1952-10-19,1952_1953,IFK Göteborg,IFK Norrköping,1,5
1952-10-19,1952_1953,Elfsborg,Jönköpings Södra,0,2
1952-10-19,1952_1953,Djurgården,Örebro,5,1
1952-10-19,1952_1953,Degerfors,IFK Malmö,7,0
1952-11-02,1952_1953,IFK Norrköping,Djurgården,2,2
1952-11-02,1952_1953,IFK Malmö,Örebro,0,0
1952-11-02,1952_1953,Jönköpings Södra,IFK Göteborg,0,1
1952-11-02,1952_1953,Gais,Elfsborg,1,1
1952-11-02,1952_1953,Degerfors,Malmö FF,2,3
1952-11-02,1952_1953,AIK,Helsingborg,1,1
1952-11-09,1952_1953,Örebro,IFK Malmö,2,1
1952-11-09,1952_1953,Malmö FF,Degerfors,4,3
1952-11-09,1952_1953,Helsingborg,AIK,1,1
1952-11-09,1952_1953,IFK Göteborg,Jönköpings Södra,1,1
1952-11-09,1952_1953,Elfsborg,Gais,1,6
1952-11-09,1952_1953,Djurgården,IFK Norrköping,1,0
1952-11-16,1952_1953,Örebro,AIK,2,0
1952-11-16,1952_1953,IFK Norrköping,Gais,5,0
1952-11-16,1952_1953,IFK Malmö,Jönköpings Södra,3,3
1952-11-16,1952_1953,IFK Göteborg,Malmö FF,1,4
1952-11-16,1952_1953,Elfsborg,Helsingborg,1,2
1952-11-16,1952_1953,Djurgården,Degerfors,1,2
1953-04-12,1952_1953,Malmö FF,IFK Göteborg,1,0
1953-04-12,1952_1953,Jönköpings Södra,IFK Malmö,1,1
1953-04-12,1952_1953,Helsingborg,Elfsborg,2,0
1953-04-12,1952_1953,Gais,IFK Norrköping,1,3
1953-04-12,1952_1953,Degerfors,Djurgården,1,2
1953-04-12,1952_1953,AIK,Örebro,0,1
1953-04-19,1952_1953,Örebro,Gais,1,3
1953-04-19,1952_1953,IFK Norrköping,Jönköpings Södra,3,4
1953-04-19,1952_1953,IFK Malmö,Helsingborg,1,2
1953-04-19,1952_1953,IFK Göteborg,Degerfors,2,0
1953-04-19,1952_1953,Elfsborg,Malmö FF,2,2
1953-04-19,1952_1953,Djurgården,AIK,1,2
1953-04-26,1952_1953,Örebro,Djurgården,0,2
1953-04-26,1952_1953,IFK Norrköping,IFK Göteborg,5,0
1953-04-26,1952_1953,IFK Malmö,Degerfors,3,0
1953-04-26,1952_1953,Jönköpings Södra,Elfsborg,3,0
1953-04-26,1952_1953,Gais,Helsingborg,2,0
1953-04-26,1952_1953,AIK,Malmö FF,1,1
1953-05-03,1952_1953,Malmö FF,Gais,6,2
1953-05-03,1952_1953,Helsingborg,Jönköpings Södra,2,2
1953-05-03,1952_1953,IFK Göteborg,Örebro,3,3
1953-05-03,1952_1953,Elfsborg,IFK Norrköping,1,0
1953-05-03,1952_1953,Djurgården,IFK Malmö,3,2
1953-05-03,1952_1953,Degerfors,AIK,0,1
1953-05-10,1952_1953,Örebro,Elfsborg,1,0
1953-05-10,1952_1953,IFK Norrköping,Helsingborg,1,0
1953-05-10,1952_1953,IFK Malmö,AIK,3,0
1953-05-10,1952_1953,Jönköpings Södra,Malmö FF,0,4
1953-05-10,1952_1953,Gais,Degerfors,3,1
1953-05-10,1952_1953,Djurgården,IFK Göteborg,4,0
1953-05-14,1952_1953,Malmö FF,IFK Norrköping,6,0
1953-05-14,1952_1953,Helsingborg,Örebro,0,0
1953-05-14,1952_1953,IFK Göteborg,IFK Malmö,2,1
1953-05-14,1952_1953,Elfsborg,Djurgården,0,1
1953-05-14,1952_1953,Degerfors,Jönköpings Södra,1,0
1953-05-14,1952_1953,AIK,Gais,2,3
1953-05-17,1952_1953,Örebro,IFK Norrköping,1,3
1953-05-17,1952_1953,Helsingborg,Degerfors,0,2
1953-05-17,1952_1953,Elfsborg,AIK,1,2
1953-05-17,1952_1953,Djurgården,Jönköpings Södra,1,2
1953-05-20,1952_1953,IFK Malmö,Malmö FF,1,2
1953-05-22,1952_1953,IFK Göteborg,Gais,2,1
1953-05-25,1952_1953,IFK Norrköping,IFK Malmö,2,1
1953-05-25,1952_1953,Jönköpings Södra,Örebro,2,1
1953-05-25,1952_1953,Gais,Djurgården,3,2
1953-05-25,1952_1953,Degerfors,Elfsborg,2,2
1953-05-25,1952_1953,AIK,IFK Göteborg,4,0
1953-05-26,1952_1953,Malmö FF,Helsingborg,1,0
1953-05-29,1952_1953,IFK Göteborg,Elfsborg,2,0
1953-05-31,1952_1953,Örebro,Malmö FF,0,2
1953-05-31,1952_1953,IFK Norrköping,Degerfors,2,2
1953-05-31,1952_1953,IFK Malmö,Gais,4,1
1953-05-31,1952_1953,Jönköpings Södra,AIK,1,2
1953-05-31,1952_1953,Djurgården,Helsingborg,1,5
1953-06-07,1952_1953,Malmö FF,Djurgården,3,4
1953-06-07,1952_1953,Helsingborg,IFK Göteborg,1,2
1953-06-07,1952_1953,Gais,Jönköpings Södra,4,2
1953-06-07,1952_1953,Elfsborg,IFK Malmö,0,0
1953-06-07,1952_1953,Degerfors,Örebro,1,2
1953-06-07,1952_1953,AIK,IFK Norrköping,4,3
1953-08-02,1953_1954,Sandvikens IF,IFK Norrköping,0,0
1953-08-02,1953_1954,Malmö FF,Djurgården,2,0
1953-08-02,1953_1954,Kalmar,IFK Göteborg,2,1
1953-08-02,1953_1954,Gais,Jönköpings Södra,1,6
1953-08-02,1953_1954,Elfsborg,Helsingborg,0,3
1953-08-02,1953_1954,AIK,Degerfors,1,2
