datum,sasong,hemma,borta,hemmamal,bortamal
1946-08-04,1946_1947,Örebro,AIK,2,5
1946-08-04,1946_1947,Helsingborg,IFK Norrköping,1,3
1946-08-04,1946_1947,IFK Göteborg,Malmö FF,0,0
1946-08-04,1946_1947,Elfsborg,Halmia,2,2
1946-08-04,1946_1947,Djurgården,Degerfors,1,1
1946-08-04,1946_1947,Billingsfors,Gais,2,3
1946-08-11,1946_1947,IFK Norrköping,Djurgården,3,1
1946-08-11,1946_1947,Malmö FF,Örebro,3,3
1946-08-11,1946_1947,Gais,Halmia,0,1
1946-08-11,1946_1947,Degerfors,Elfsborg,0,1
1946-08-11,1946_1947,Billingsfors,IFK Göteborg,1,3
1946-08-11,1946_1947,AIK,Helsingborg,2,0
1946-08-16,1946_1947,IFK Göteborg,Gais,2,2
1946-08-16,1946_1947,Djurgården,AIK,0,2
1946-08-18,1946_1947,Örebro,Billingsfors,6,1
1946-08-18,1946_1947,Helsingborg,Malmö FF,1,2
1946-08-18,1946_1947,Halmia,Degerfors,0,1
1946-08-18,1946_1947,Elfsborg,IFK Norrköping,2,0
1946-08-25,1946_1947,Örebro,Elfsborg,1,2
1946-08-25,1946_1947,IFK Norrköping,Halmia,4,0
1946-08-25,1946_1947,Gais,AIK,0,3
1946-09-01,1946_1947,Helsingborg,IFK Göteborg,2,0
1946-09-01,1946_1947,Halmia,AIK,0,0
1946-09-01,1946_1947,Gais,Örebro,5,2
1946-09-01,1946_1947,Elfsborg,Malmö FF,1,2
1946-09-01,1946_1947,Djurgården,Billingsfors,1,1
1946-09-01,1946_1947,Degerfors,IFK Norrköping,2,1
1946-09-08,1946_1947,Örebro,Helsingborg,1,3
1946-09-08,1946_1947,IFK Norrköping,Gais,1,1
1946-09-08,1946_1947,Malmö FF,Halmia,5,1
1946-09-08,1946_1947,IFK Göteborg,Djurgården,3,2
1946-09-08,1946_1947,Billingsfors,Elfsborg,2,2
1946-09-08,1946_1947,AIK,Degerfors,2,1
1946-09-22,1946_1947,IFK Norrköping,IFK Göteborg,4,3
1946-09-22,1946_1947,Halmia,Helsingborg,4,2
1946-09-22,1946_1947,Gais,Malmö FF,3,3
1946-09-22,1946_1947,Elfsborg,Djurgården,6,3
1946-09-22,1946_1947,Degerfors,Örebro,4,1
1946-09-22,1946_1947,AIK,Billingsfors,6,2
1946-09-29,1946_1947,Örebro,Halmia,2,0
1946-09-29,1946_1947,Malmö FF,AIK,4,0
1946-09-29,1946_1947,Helsingborg,Elfsborg,4,3
1946-09-29,1946_1947,IFK Göteborg,Degerfors,3,2
1946-09-29,1946_1947,Djurgården,Gais,2,1
1946-09-29,1946_1947,Billingsfors,IFK Norrköping,0,4
1946-10-06,1946_1947,Djurgården,Örebro,4,2
1946-10-12,1946_1947,Djurgården,Helsingborg,4,1
1946-10-13,1946_1947,IFK Norrköping,Malmö FF,3,0
1946-10-13,1946_1947,Halmia,IFK Göteborg,2,2
1946-10-13,1946_1947,Elfsborg,Örebro,2,3
1946-10-13,1946_1947,Degerfors,Billingsfors,4,1
1946-10-20,1946_1947,Örebro,Djurgården,1,3
1946-10-20,1946_1947,Malmö FF,Degerfors,2,1
1946-10-20,1946_1947,Helsingborg,Gais,0,1
1946-10-20,1946_1947,IFK Göteborg,Elfsborg,2,4
1946-10-20,1946_1947,Billingsfors,Halmia,4,6
1946-10-20,1946_1947,AIK,IFK Norrköping,3,3
1946-10-27,1946_1947,Örebro,IFK Göteborg,1,7
1946-10-27,1946_1947,Helsingborg,Billingsfors,1,0
1946-10-27,1946_1947,Halmia,IFK Norrköping,0,0
1946-10-27,1946_1947,Gais,Degerfors,0,0
1946-10-27,1946_1947,Elfsborg,AIK,0,2
1946-10-27,1946_1947,Djurgården,Malmö FF,2,1
1946-11-03,1946_1947,Malmö FF,Djurgården,1,1
1946-11-03,1946_1947,IFK Göteborg,Örebro,8,2
1946-11-03,1946_1947,Degerfors,Gais,0,2
1946-11-03,1946_1947,Billingsfors,Helsingborg,3,5
1946-11-03,1946_1947,AIK,Elfsborg,4,2
1946-11-10,1946_1947,Halmia,Billingsfors,6,1
1946-11-10,1946_1947,Gais,Helsingborg,2,3
1946-11-10,1946_1947,Elfsborg,IFK Göteborg,5,1
1946-11-10,1946_1947,Degerfors,Malmö FF,1,1
1947-04-13,1946_1947,Malmö FF,IFK Norrköping,1,1
1947-04-13,1946_1947,Helsingborg,Djurgården,3,1
1947-04-13,1946_1947,IFK Göteborg,Halmia,4,2
1947-04-20,1946_1947,Helsingborg,Örebro,3,0
1947-04-20,1946_1947,Halmia,Malmö FF,3,1
1947-04-20,1946_1947,Gais,IFK Norrköping,0,3
1947-04-20,1946_1947,Elfsborg,Billingsfors,5,1
1947-04-20,1946_1947,Djurgården,IFK Göteborg,4,1
1947-04-20,1946_1947,Degerfors,AIK,2,1
1947-04-27,1946_1947,Örebro,Gais,3,2
1947-04-27,1946_1947,IFK Norrköping,Degerfors,2,0
1947-04-27,1946_1947,Malmö FF,Elfsborg,2,0
1947-04-27,1946_1947,IFK Göteborg,Helsingborg,2,0
1947-04-27,1946_1947,Billingsfors,Djurgården,0,2
1947-04-27,1946_1947,AIK,Halmia,6,1
1947-05-01,1946_1947,Billingsfors,Degerfors,1,3
1947-05-01,1946_1947,IFK Norrköping,AIK,4,3
1947-05-04,1946_1947,IFK Norrköping,Billingsfors,3,0
1947-05-04,1946_1947,Halmia,Örebro,0,1
1947-05-04,1946_1947,Gais,Djurgården,0,1
1947-05-04,1946_1947,Elfsborg,Helsingborg,4,0
1947-05-04,1946_1947,Degerfors,IFK Göteborg,2,2
1947-05-04,1946_1947,AIK,Malmö FF,2,0
1947-05-11,1946_1947,Örebro,Degerfors,1,3
1947-05-11,1946_1947,Malmö FF,Gais,2,2
1947-05-11,1946_1947,Helsingborg,Halmia,4,2
1947-05-11,1946_1947,IFK Göteborg,IFK Norrköping,0,3
1947-05-11,1946_1947,Djurgården,Elfsborg,1,2
1947-05-11,1946_1947,Billingsfors,AIK,1,3
1947-05-15,1946_1947,IFK Norrköping,Helsingborg,8,1
1947-05-15,1946_1947,Malmö FF,IFK Göteborg,6,0
1947-05-15,1946_1947,Halmia,Elfsborg,2,0
1947-05-15,1946_1947,Gais,Billingsfors,3,2
1947-05-15,1946_1947,Degerfors,Djurgården,2,2
1947-05-15,1946_1947,AIK,Örebro,3,1
1947-05-18,1946_1947,Örebro,IFK Norrköping,2,6
1947-05-18,1946_1947,Helsingborg,Degerfors,4,1
1947-05-18,1946_1947,IFK Göteborg,AIK,1,0
1947-05-18,1946_1947,Elfsborg,Gais,4,1
1947-05-18,1946_1947,Djurgården,Halmia,2,3
1947-05-18,1946_1947,Billingsfors,Malmö FF,2,5
1947-05-21,1946_1947,Malmö FF,Helsingborg,2,1
1947-05-23,1946_1947,Gais,IFK Göteborg,0,0
1947-05-23,1946_1947,AIK,Djurgården,5,0
1947-05-26,1946_1947,IFK Norrköping,Elfsborg,6,0
1947-05-26,1946_1947,Degerfors,Halmia,1,1
1947-05-26,1946_1947,Billingsfors,Örebro,3,3
1947-05-26,1946_1947,AIK,Gais,0,0
1947-06-01,1946_1947,Örebro,Malmö FF,2,2
1947-06-01,1946_1947,Helsingborg,AIK,4,3
1947-06-01,1946_1947,Halmia,Gais,1,1
1947-06-01,1946_1947,IFK Göteborg,Billingsfors,4,0
1947-06-01,1946_1947,Elfsborg,Degerfors,3,2
1947-06-01,1946_1947,Djurgården,IFK Norrköping,3,6
1947-07-27,1947_1948,Jönköpings Södra,IFK Norrköping,1,5
1947-07-27,1947_1948,Helsingborg,Degerfors,3,3
1947-07-27,1947_1948,Halmstad,AIK,1,0
1947-07-27,1947_1948,IFK Göteborg,Malmö FF,0,3
1947-07-27,1947_1948,Elfsborg,Halmia,1,1
1947-07-27,1947_1948,Djurgården,Gais,1,2
1947-08-03,1947_1948,IFK Norrköping,Helsingborg,4,2
1947-08-03,1947_1948,Malmö FF,Halmstad,4,1
1947-08-03,1947_1948,Halmia,IFK Göteborg,2,1
1947-08-03,1947_1948,Gais,Elfsborg,6,2
1947-08-03,1947_1948,Degerfors,Djurgården,2,1
1947-08-03,1947_1948,AIK,Jönköpings Södra,2,2
1947-08-10,1947_1948,Jönköpings Södra,Malmö FF,2,4
1947-08-10,1947_1948,Halmia,Gais,1,1
1947-08-10,1947_1948,IFK Göteborg,Halmstad,6,1
1947-08-10,1947_1948,Elfsborg,Degerfors,4,1
1947-08-10,1947_1948,Djurgården,IFK Norrköping,3,2
1947-08-13,1947_1948,Malmö FF,Helsingborg,5,2
1947-08-13,1947_1948,AIK,Djurgården,1,1
1947-08-15,1947_1948,Gais,IFK Göteborg,2,0
1947-08-17,1947_1948,IFK Norrköping,Elfsborg,2,2
1947-08-17,1947_1948,Halmstad,Jönköpings Södra,3,0
1947-08-17,1947_1948,Degerfors,Halmia,1,1
1947-08-17,1947_1948,Helsingborg,AIK,2,1
1947-08-31,1947_1948,IFK Norrköping,Gais,3,2
1947-08-31,1947_1948,Malmö FF,Elfsborg,3,0
1947-08-31,1947_1948,Jönköpings Södra,Helsingborg,2,2
1947-08-31,1947_1948,Halmstad,Djurgården,1,1
1947-08-31,1947_1948,IFK Göteborg,Degerfors,0,2
1947-08-31,1947_1948,AIK,Halmia,2,0
1947-09-07,1947_1948,Helsingborg,IFK Göteborg,1,0
1947-09-07,1947_1948,Halmia,Malmö FF,1,2
1947-09-07,1947_1948,Gais,AIK,1,2
1947-09-07,1947_1948,Elfsborg,Halmstad,2,4
1947-09-07,1947_1948,Djurgården,Jönköpings Södra,4,0
1947-09-07,1947_1948,Degerfors,IFK Norrköping,3,1
1947-09-21,1947_1948,Malmö FF,Degerfors,1,1
1947-09-21,1947_1948,Jönköpings Södra,Halmia,3,1
1947-09-21,1947_1948,Helsingborg,Elfsborg,6,3
1947-09-21,1947_1948,Halmstad,Gais,2,3
1947-09-21,1947_1948,IFK Göteborg,Djurgården,4,1
1947-09-21,1947_1948,AIK,IFK Norrköping,2,5
1947-09-28,1947_1948,IFK Norrköping,IFK Göteborg,1,3
1947-09-28,1947_1948,Halmia,Halmstad,1,2
1947-09-28,1947_1948,Gais,Malmö FF,2,2
1947-09-28,1947_1948,Elfsborg,Jönköpings Södra,5,2
1947-09-28,1947_1948,Djurgården,Helsingborg,1,1
1947-09-28,1947_1948,Degerfors,AIK,0,1
1947-10-12,1947_1948,Malmö FF,IFK Norrköping,2,3
1947-10-12,1947_1948,Jönköpings Södra,Gais,1,1
1947-10-12,1947_1948,Helsingborg,Halmia,1,3
1947-10-12,1947_1948,Halmstad,Degerfors,3,4
1947-10-12,1947_1948,IFK Göteborg,AIK,1,0
1947-10-12,1947_1948,Djurgården,Elfsborg,2,0
1947-10-19,1947_1948,IFK Norrköping,Halmstad,3,1
1947-10-19,1947_1948,Halmia,Djurgården,1,0
1947-10-19,1947_1948,Gais,Helsingborg,3,2
1947-10-19,1947_1948,Elfsborg,IFK Göteborg,1,4
1947-10-19,1947_1948,Degerfors,Jönköpings Södra,0,1
1947-10-19,1947_1948,AIK,Malmö FF,3,2
1947-10-25,1947_1948,Djurgården,Halmstad,5,0
1947-10-26,1947_1948,Helsingborg,Jönköpings Södra,2,2
1947-10-26,1947_1948,Halmia,AIK,1,1
1947-10-26,1947_1948,Elfsborg,Malmö FF,2,2
1947-10-26,1947_1948,Degerfors,IFK Göteborg,1,1
1947-11-02,1947_1948,IFK Norrköping,Degerfors,1,1
1947-11-02,1947_1948,Malmö FF,Halmia,1,1
1947-11-02,1947_1948,Jönköpings Södra,Djurgården,2,0
1947-11-02,1947_1948,Halmstad,Elfsborg,4,2
1947-11-02,1947_1948,AIK,Gais,4,1
1947-11-09,1947_1948,Jönköpings Södra,IFK Göteborg,3,2
1947-11-09,1947_1948,Helsingborg,Halmstad,4,0
1947-11-09,1947_1948,Halmia,IFK Norrköping,1,3
1947-11-09,1947_1948,Gais,Degerfors,1,2
1947-11-09,1947_1948,Elfsborg,AIK,0,3
1947-11-09,1947_1948,Djurgården,Malmö FF,2,4
1948-04-04,1947_1948,IFK Göteborg,Helsingborg,1,3
1948-04-11,1947_1948,Gais,IFK Norrköping,1,2
1948-04-18,1947_1948,IFK Norrköping,Jönköpings Södra,4,0
1948-04-18,1947_1948,Malmö FF,IFK Göteborg,4,3
1948-04-18,1947_1948,Halmia,Elfsborg,0,5
1948-04-18,1947_1948,Gais,Djurgården,2,1
1948-04-18,1947_1948,Degerfors,Helsingborg,1,2
1948-04-18,1947_1948,AIK,Halmstad,4,2
1948-04-25,1947_1948,Jönköpings Södra,AIK,0,4
1948-04-25,1947_1948,Helsingborg,IFK Norrköping,0,0
1948-04-25,1947_1948,Halmstad,Malmö FF,2,2
1948-04-25,1947_1948,IFK Göteborg,Halmia,2,1
1948-04-25,1947_1948,Elfsborg,Gais,2,0
1948-04-25,1947_1948,Djurgården,Degerfors,1,1
1948-05-02,1947_1948,IFK Norrköping,Halmia,3,0
1948-05-02,1947_1948,Malmö FF,Djurgården,0,1
1948-05-02,1947_1948,Halmstad,Helsingborg,2,2
1948-05-02,1947_1948,IFK Göteborg,Jönköpings Södra,1,1
1948-05-02,1947_1948,Degerfors,Gais,0,0
1948-05-02,1947_1948,AIK,Elfsborg,2,1
1948-05-06,1947_1948,IFK Norrköping,AIK,3,1
1948-05-06,1947_1948,Halmia,Jönköpings Södra,4,3
1948-05-06,1947_1948,Gais,Halmstad,3,1
1948-05-06,1947_1948,Elfsborg,Helsingborg,1,0
1948-05-06,1947_1948,Djurgården,IFK Göteborg,2,2
1948-05-06,1947_1948,Degerfors,Malmö FF,0,4
1948-05-09,1947_1948,Malmö FF,Gais,4,0
1948-05-09,1947_1948,Jönköpings Södra,Elfsborg,2,2
1948-05-09,1947_1948,Helsingborg,Djurgården,4,0
1948-05-09,1947_1948,Halmstad,Halmia,2,2
1948-05-09,1947_1948,IFK Göteborg,IFK Norrköping,1,2
1948-05-09,1947_1948,AIK,Degerfors,4,1
1948-05-14,1947_1948,Helsingborg,Malmö FF,2,0
1948-05-14,1947_1948,IFK Göteborg,Gais,0,0
1948-05-14,1947_1948,Djurgården,AIK,1,3
1948-05-17,1947_1948,Jönköpings Södra,Halmstad,1,1
1948-05-17,1947_1948,Halmia,Degerfors,3,4
1948-05-17,1947_1948,Elfsborg,IFK Norrköping,3,1
1948-05-23,1947_1948,IFK Norrköping,Djurgården,2,1
1948-05-23,1947_1948,Malmö FF,Jönköpings Södra,6,0
1948-05-23,1947_1948,Halmstad,IFK Göteborg,1,2
1948-05-23,1947_1948,Gais,Halmia,3,3
1948-05-23,1947_1948,Degerfors,Elfsborg,1,2
1948-05-23,1947_1948,AIK,Helsingborg,7,1
1948-05-28,1947_1948,IFK Göteborg,Elfsborg,2,0
1948-05-30,1947_1948,Malmö FF,AIK,4,3
1948-05-30,1947_1948,Jönköpings Södra,Degerfors,1,0
1948-05-30,1947_1948,Helsingborg,Gais,4,2
1948-05-30,1947_1948,Halmstad,IFK Norrköping,1,4
1948-05-30,1947_1948,Djurgården,Halmia,0,1
1948-06-06,1947_1948,IFK Norrköping,Malmö FF,2,1
1948-06-06,1947_1948,Halmia,Helsingborg,5,0
1948-06-06,1947_1948,Gais,Jönköpings Södra,0,2
1948-06-06,1947_1948,Elfsborg,Djurgården,0,3
1948-06-06,1947_1948,Degerfors,Halmstad,1,3
1948-06-06,1947_1948,AIK,IFK Göteborg,1,4
1948-08-08,1948_1949,Örebro,Halmia,2,1
1948-08-08,1948_1949,Gais,Jönköpings Södra,2,0
1948-08-08,1948_1949,Elfsborg,Landskrona,0,0
1948-08-15,1948_1949,Degerfors,Örebro,3,1
1948-08-19,1948_1949,Landskrona,Helsingborg,1,4
1948-08-19,1948_1949,Gais,Elfsborg,1,2
1948-08-22,1948_1949,Örebro,IFK Norrköping,2,2
1948-08-22,1948_1949,Malmö FF,Landskrona,5,0
1948-08-22,1948_1949,Helsingborg,Degerfors,1,0
1948-08-22,1948_1949,IFK Göteborg,Gais,1,2
1948-08-22,1948_1949,Elfsborg,Jönköpings Södra,4,4
1948-08-22,1948_1949,AIK,Halmia,3,1
1948-08-29,1948_1949,Örebro,Gais,3,2
1948-08-29,1948_1949,IFK Norrköping,Jönköpings Södra,0,0
1948-08-29,1948_1949,Halmia,Elfsborg,0,2
1948-08-29,1948_1949,IFK Göteborg,Malmö FF,4,4
1948-08-29,1948_1949,Degerfors,Landskrona,4,0
1948-08-29,1948_1949,AIK,Helsingborg,3,2
1948-09-05,1948_1949,Malmö FF,AIK,5,0
1948-09-05,1948_1949,Landskrona,IFK Norrköping,3,1
1948-09-05,1948_1949,Jönköpings Södra,Halmia,3,2
1948-09-05,1948_1949,Helsingborg,Örebro,5,3
1948-09-05,1948_1949,Gais,Degerfors,1,0
1948-09-05,1948_1949,Elfsborg,IFK Göteborg,0,1
1948-09-12,1948_1949,IFK Norrköping,Helsingborg,0,2
1948-09-12,1948_1949,Landskrona,Elfsborg,2,2
1948-09-12,1948_1949,Jönköpings Södra,Gais,2,1
1948-09-12,1948_1949,Halmia,Örebro,1,0
1948-09-12,1948_1949,Degerfors,Malmö FF,2,1
1948-09-12,1948_1949,AIK,IFK Göteborg,0,3
1948-09-26,1948_1949,Örebro,Elfsborg,2,3
1948-09-26,1948_1949,IFK Norrköping,Gais,5,0
1948-09-26,1948_1949,Helsingborg,Malmö FF,1,1
1948-09-26,1948_1949,Halmia,Degerfors,1,1
1948-09-26,1948_1949,IFK Göteborg,Landskrona,5,2
1948-09-26,1948_1949,AIK,Jönköpings Södra,5,1
1948-10-03,1948_1949,Malmö FF,Örebro,4,2
1948-10-03,1948_1949,Landskrona,Halmia,0,2
1948-10-03,1948_1949,Jönköpings Södra,IFK Göteborg,0,2
1948-10-03,1948_1949,Gais,Helsingborg,4,0
1948-10-03,1948_1949,Elfsborg,AIK,4,2
1948-10-03,1948_1949,Degerfors,IFK Norrköping,2,1
1948-10-17,1948_1949,Örebro,Jönköpings Södra,2,2
1948-10-17,1948_1949,Malmö FF,Gais,0,1
1948-10-17,1948_1949,Helsingborg,Elfsborg,3,0
1948-10-17,1948_1949,Halmia,IFK Norrköping,1,1
1948-10-17,1948_1949,IFK Göteborg,Degerfors,1,3
1948-10-17,1948_1949,AIK,Landskrona,0,1
1948-10-24,1948_1949,IFK Norrköping,IFK Göteborg,4,2
1948-10-24,1948_1949,Landskrona,Örebro,1,2
1948-10-24,1948_1949,Jönköpings Södra,Helsingborg,3,1
1948-10-24,1948_1949,Gais,Halmia,1,0
1948-10-24,1948_1949,Elfsborg,Malmö FF,2,1
1948-10-24,1948_1949,Degerfors,AIK,0,1
1948-10-31,1948_1949,IFK Norrköping,Malmö FF,2,2
1948-10-31,1948_1949,Landskrona,Jönköpings Södra,1,1
1948-10-31,1948_1949,Halmia,Helsingborg,2,2
1948-10-31,1948_1949,IFK Göteborg,Örebro,4,1
1948-10-31,1948_1949,Degerfors,Elfsborg,5,0
1948-10-31,1948_1949,AIK,Gais,0,2
1948-11-07,1948_1949,Örebro,AIK,0,2
1948-11-07,1948_1949,Malmö FF,Halmia,6,0
1948-11-07,1948_1949,Jönköpings Södra,Degerfors,2,2
1948-11-07,1948_1949,Helsingborg,IFK Göteborg,2,0
1948-11-07,1948_1949,Gais,Landskrona,6,0
1948-11-07,1948_1949,Elfsborg,IFK Norrköping,1,4
1949-03-27,1948_1949,Malmö FF,Degerfors,2,0
1949-03-27,1948_1949,Helsingborg,IFK Norrköping,1,3
1949-03-27,1948_1949,IFK Göteborg,AIK,3,2
1949-04-03,1948_1949,IFK Norrköping,AIK,1,4
1949-04-03,1948_1949,Jönköpings Södra,Malmö FF,2,2
1949-04-03,1948_1949,Halmia,IFK Göteborg,2,2
1949-04-10,1948_1949,Örebro,IFK Göteborg,0,2
1949-04-10,1948_1949,Malmö FF,IFK Norrköping,4,0
1949-04-10,1948_1949,Jönköpings Södra,Landskrona,2,1
1949-04-10,1948_1949,Helsingborg,Halmia,2,1
1949-04-10,1948_1949,Gais,AIK,1,1
1949-04-10,1948_1949,Elfsborg,Degerfors,3,2
1949-04-18,1948_1949,IFK Norrköping,Elfsborg,2,1
1949-04-18,1948_1949,Landskrona,Gais,2,4
1949-04-18,1948_1949,Halmia,Malmö FF,5,1
1949-04-18,1948_1949,IFK Göteborg,Helsingborg,0,0
1949-04-18,1948_1949,Degerfors,Jönköpings Södra,1,1
1949-04-18,1948_1949,AIK,Örebro,2,0
1949-04-24,1948_1949,Malmö FF,IFK Göteborg,3,1
1949-04-24,1948_1949,Landskrona,Degerfors,5,1
1949-04-24,1948_1949,Jönköpings Södra,IFK Norrköping,1,1
1949-04-24,1948_1949,Helsingborg,AIK,1,1
1949-04-24,1948_1949,Gais,Örebro,4,1
1949-04-24,1948_1949,Elfsborg,Halmia,0,0
1949-05-01,1948_1949,Örebro,Helsingborg,1,2
1949-05-01,1948_1949,IFK Norrköping,Landskrona,4,0
1949-05-01,1948_1949,Halmia,Jönköpings Södra,3,2
1949-05-01,1948_1949,IFK Göteborg,Elfsborg,0,1
1949-05-01,1948_1949,Degerfors,Gais,1,0
1949-05-01,1948_1949,AIK,Malmö FF,3,0
1949-05-06,1948_1949,Malmö FF,Helsingborg,2,2
1949-05-08,1948_1949,Landskrona,IFK Göteborg,0,1
1949-05-08,1948_1949,Jönköpings Södra,AIK,3,2
1949-05-08,1948_1949,Gais,IFK Norrköping,2,0
1949-05-08,1948_1949,Elfsborg,Örebro,1,2
1949-05-08,1948_1949,Degerfors,Halmia,4,2
1949-05-15,1948_1949,Örebro,Malmö FF,1,2
1949-05-15,1948_1949,IFK Norrköping,Degerfors,1,1
1949-05-15,1948_1949,Helsingborg,Gais,5,1
1949-05-15,1948_1949,Halmia,Landskrona,4,2
1949-05-15,1948_1949,IFK Göteborg,Jönköpings Södra,2,2
1949-05-15,1948_1949,AIK,Elfsborg,2,1
1949-05-20,1948_1949,Gais,IFK Göteborg,0,0
1949-05-22,1948_1949,IFK Norrköping,Örebro,0,1
1949-05-22,1948_1949,Landskrona,Malmö FF,0,6
1949-05-22,1948_1949,Jönköpings Södra,Elfsborg,2,0
1949-05-22,1948_1949,Halmia,AIK,2,2
1949-05-22,1948_1949,Degerfors,Helsingborg,3,3
1949-05-26,1948_1949,Örebro,Degerfors,1,4
1949-05-26,1948_1949,Malmö FF,Jönköpings Södra,12,0
1949-05-26,1948_1949,Helsingborg,Landskrona,1,1
1949-05-26,1948_1949,IFK Göteborg,Halmia,1,0
1949-05-26,1948_1949,Elfsborg,Gais,1,5
1949-05-26,1948_1949,AIK,IFK Norrköping,0,3
1949-05-29,1948_1949,IFK Norrköping,Halmia,2,3
1949-05-29,1948_1949,Landskrona,AIK,2,3
1949-05-29,1948_1949,Jönköpings Södra,Örebro,1,1
1949-05-29,1948_1949,Gais,Malmö FF,1,5
1949-05-29,1948_1949,Elfsborg,Helsingborg,0,3
1949-05-29,1948_1949,Degerfors,IFK Göteborg,4,1
1949-06-06,1948_1949,Örebro,Landskrona,2,2
1949-06-06,1948_1949,Malmö FF,Elfsborg,4,0
1949-06-06,1948_1949,Helsingborg,Jönköpings Södra,5,0
1949-06-06,1948_1949,Halmia,Gais,0,0
1949-06-06,1948_1949,IFK Göteborg,IFK Norrköping,0,1
1949-06-06,1948_1949,AIK,Degerfors,4,2
1949-07-29,1949_1950,Gais,Halmia,2,1
1949-07-31,1949_1950,IFK Norrköping,IFK Göteborg,2,3
1949-07-31,1949_1950,Jönköpings Södra,Djurgården,2,1
1949-07-31,1949_1950,Elfsborg,Malmö FF,0,2
1949-07-31,1949_1950,Degerfors,Kalmar,2,0
1949-07-31,1949_1950,AIK,Helsingborg,2,1
1949-08-05,1949_1950,IFK Göteborg,Elfsborg,2,2
1949-08-07,1949_1950,Malmö FF,Degerfors,3,1
1949-08-07,1949_1950,Kalmar,Jönköpings Södra,0,1
1949-08-07,1949_1950,Helsingborg,IFK Norrköping,3,0
1949-08-07,1949_1950,Halmia,AIK,0,2
1949-08-07,1949_1950,Djurgården,Gais,6,2
1949-08-12,1949_1950,Malmö FF,Helsingborg,5,0
1949-08-12,1949_1950,Gais,IFK Göteborg,0,0
1949-08-12,1949_1950,Djurgården,AIK,1,1
1949-08-14,1949_1950,Kalmar,Halmia,3,1
1949-08-14,1949_1950,Jönköpings Södra,IFK Norrköping,1,2
1949-08-14,1949_1950,Degerfors,Elfsborg,3,5
1949-08-21,1949_1950,IFK Norrköping,Djurgården,2,0
1949-08-21,1949_1950,Halmia,Malmö FF,1,3
1949-08-21,1949_1950,IFK Göteborg,Helsingborg,1,1
1949-08-21,1949_1950,Elfsborg,Jönköpings Södra,0,3
1949-08-21,1949_1950,Degerfors,Gais,1,0
1949-08-21,1949_1950,AIK,Kalmar,2,3
1949-08-28,1949_1950,IFK Norrköping,Elfsborg,2,4
1949-08-28,1949_1950,Malmö FF,Gais,5,1
1949-08-28,1949_1950,Helsingborg,Djurgården,4,4
1949-08-28,1949_1950,Halmia,Jönköpings Södra,1,4
1949-08-28,1949_1950,IFK Göteborg,Kalmar,1,1
1949-08-28,1949_1950,AIK,Degerfors,2,0
1949-09-04,1949_1950,Kalmar,Malmö FF,1,2
1949-09-04,1949_1950,Jönköpings Södra,Helsingborg,7,0
1949-09-04,1949_1950,Gais,IFK Norrköping,0,5
1949-09-04,1949_1950,Elfsborg,AIK,0,0
1949-09-04,1949_1950,Djurgården,IFK Göteborg,2,0
1949-09-04,1949_1950,Degerfors,Halmia,1,2
1949-09-11,1949_1950,IFK Norrköping,Degerfors,1,1
1949-09-11,1949_1950,Helsingborg,Kalmar,3,1
1949-09-11,1949_1950,Halmia,Djurgården,2,1
1949-09-11,1949_1950,IFK Göteborg,Malmö FF,2,9
1949-09-11,1949_1950,Elfsborg,Gais,1,1
1949-09-11,1949_1950,AIK,Jönköpings Södra,2,3
1949-09-18,1949_1950,Malmö FF,AIK,3,1
1949-09-18,1949_1950,Kalmar,IFK Norrköping,3,0
1949-09-18,1949_1950,Jönköpings Södra,Degerfors,2,2
1949-09-18,1949_1950,Helsingborg,Gais,1,2
1949-09-18,1949_1950,IFK Göteborg,Halmia,2,0
1949-09-18,1949_1950,Djurgården,Elfsborg,2,3
1949-09-25,1949_1950,IFK Norrköping,Malmö FF,0,2
1949-09-25,1949_1950,Halmia,Helsingborg,2,1
1949-09-25,1949_1950,Gais,Jönköpings Södra,2,2
1949-09-25,1949_1950,Elfsborg,Kalmar,1,1
1949-09-25,1949_1950,Degerfors,Djurgården,2,1
1949-09-25,1949_1950,AIK,IFK Göteborg,2,1
1949-10-09,1949_1950,Malmö FF,Jönköpings Södra,4,2
1949-10-09,1949_1950,Kalmar,Djurgården,0,1
1949-10-09,1949_1950,Helsingborg,Elfsborg,6,1
1949-10-09,1949_1950,Halmia,IFK Norrköping,4,2
1949-10-09,1949_1950,IFK Göteborg,Degerfors,2,0
1949-10-09,1949_1950,AIK,Gais,3,0
1949-10-16,1949_1950,IFK Norrköping,AIK,3,1
1949-10-16,1949_1950,Jönköpings Södra,IFK Göteborg,4,1
1949-10-16,1949_1950,Gais,Kalmar,1,1
1949-10-16,1949_1950,Elfsborg,Halmia,1,0
1949-10-16,1949_1950,Djurgården,Malmö FF,0,3
1949-10-16,1949_1950,Degerfors,Helsingborg,1,3
1949-10-30,1949_1950,Malmö FF,Elfsborg,1,0
1949-10-30,1949_1950,Kalmar,Degerfors,0,0
1949-10-30,1949_1950,Helsingborg,AIK,1,1
1949-10-30,1949_1950,Halmia,Gais,2,4
1949-10-30,1949_1950,IFK Göteborg,IFK Norrköping,2,3
1949-10-30,1949_1950,Djurgården,Jönköpings Södra,2,0
1949-11-06,1949_1950,IFK Norrköping,Helsingborg,0,3
1949-11-06,1949_1950,Jönköpings Södra,Kalmar,4,1
